label,book1,author1,book2,author2,id
0,act-net - the active database management system manifesto : a rulebase of adbms features,?,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",1329_1667
0,xmark : a benchmark for xml data management,"martin l. kersten , ralph busse , florian waas , michael j. carey , albrecht schmidt , ioana manolescu",data management for earth system science,"james frew , jeff dozier",1454_1918
0,selectivity estimation in extensible databases - a neural network approach,"shaoyu zhou , m. seetha lakshmi",database de-centralization - a practical approach,"tor didriksen , c &#233; sar a. galindo-legaria , eirik dahle",729_1116
0,coalescing in temporal databases,"michael d. soo , richard t. snodgrass , michael h. böhlen","probabilistic temporal databases , i : algebra","alex dekhtyar , robert ross , v. s. subrahmanian",1729_331
0,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",fibonacci : a programming language for object databases,"antonio albano , giorgio ghelli , renzo orsini",99_636
0,incremental updates of inverted lists for text document retrieval,"hector garcia-molina , anthony tomasic , kurt a. shoens",metadata for integrating speech documents in a text retrieval system,"ulrike glavitsch , peter sch &#228; uble , martin wechsler",2348_1732
0,paradise : a database system for gis applications,paradise team,sap r/3 ( tutorial ) : a database application system,"alfons kemper , donald kossmann , florian matthes",306_179
0,sideway value algebra for object-relational databases,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",476_2019
0,contorting high dimensional data for efficient main memory processing,"beng chin ooi , bin cui , kian-lee tan , jianwen su",outlier detection for high dimensional data,"charu c. aggarwal , philip s. yu",2516_293
0,index-driven similarity search in metric spaces,"gísli r. hjaltason , hanan samet",near neighbor search in large metric spaces,sergey brin,1257_1426
0,capbased-ams : a capability-based and event-driven activity management system,"kamalakar karlapalem , helen p. yeung , patrick c. k. hung",the araneus web-based management system,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",1315_152
0,garbage collection in object-oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri",cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",317_1125
0,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",approximate join processing over data streams,"abhinandan das , johannes gehrke , mirek riedewald",903_2078
0,efficient execution of joins in a star schema,andreas weininger,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny , louiqa raschid , maria esther vidal , tolga urhan , laura bright",61_644
1,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang","advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","stefan de &#223; loch , theo h &#228; rder , nelson mattos , bernhard mitschang , joachim thomas",720_1248
0,dbcache : database caching for web application servers,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",a predicate-based caching scheme for client-server database architectures,"arthur m. keller , julie basu",786_1202
1,prefer : a system for the efficient execution of multi-parametric ranked queries,"yannis papakonstantinou , vagelis hristidis , nick koudas",prefer : a system for the efficient execution of multi-parametric ranked queries,"vagelis hristidis , nick koudas , yannis papakonstantinou",73_311
0,index nesting - an efficient approach to indexing in object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan",cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",1118_1125
0,specification and implementation of exceptions in workflow management systems,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi",semantics for update rule programs and implementation in a relational database management system,"louiqa raschid , jorge lobo",485_1881
1,pix : exact and approximate phrase matching in xml,"yu xu , mary f. fernandez , sihem amer-yahia , divesh srivastava",pix : exact and approximate phrase matching in xml,"sihem amer-yahia , mary fern &#225; ndez , divesh srivastava , yu xu",1226_2008
0,tail recursion elimination in deductive databases,kenneth a. ross,an introduction to deductive database languages and systems,"kotagiri ramamohanarao , james harland",889_580
0,concurrency in the data warehouse,richard taylor,data extraction and transformation for the data warehouse,case squire,1092_1548
1,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",963_931
0,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",panel : querying networked databases,"nick koudas , divesh srivastava",628_2024
0,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",anatomy of a native xml base management system,"t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",22_1233
0,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",integrating modelling systems for environmental management information systems,"david j. abel , kerry taylor , dean kun",977_1906
0,enterprise java platform data access,"seth j. white , r. g. g. cattell , sheldon j. finkelstein",microsoft universal data access platform,"jos &#233; a. blakeley , michael j. pizzo",362_175
1,the database research group at eth zurich,"hans-jörg schek , moira c. norrie , gerhard weikum , stephen blott",the database research group at eth zurich,"moira c. norrie , stephen m. blott , hans-j &#246; rg schek , gerhard weikum",2504_1704
0,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. böhlen , christian s. jensen",miro web : integrating multiple data sources through semistructured data types,"luc bouganim , tatiana chan-sine-ying , tuyet-tram dang-ngoc , jean-luc darroux , georges gardarin , fei sha",856_825
0,book review column,karl aberer,book reviews,karl aberer,705_745
0,database systems management and oracle8,c. gregory doherty,the araneus web-based management system,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",2486_152
0,understanding the semantics of sensor data,murali mani,on the semantics of now in databases,"james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass",1556_1924
0,optimization of dynamic query evaluation plans,"goetz graefe , richard l. cole",parametric query optimization,"yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis",366_1164
0,database research at columbia university,"kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang","database research at the indian institute of technology , bombay","d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",1139_320
0,context-based prefetch - an optimization for implementing objects on relations,"david shutt , philip a. bernstein , shankar pal",opt + + : an object-oriented implementation for extensible database query optimization,"navin kabra , david j. dewitt",1751_1254
0,dimensionality reduction for similarity searching in dynamic databases,"ambuj k. singh , kothuri venkata ravi kanth , divyakant agrawal",indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"changzhou wang , x. sean wang",215_1262
0,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"henrique paques , wei tang , calton pu , wei han , ling liu , david buttler",mocha : a self-extensible database middleware system for distributed data sources,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos",509_77
0,open object database management systems,josé a. blakeley,schema and database evolution in the o2 object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari , guy ferran , jo &#235; lle madec",987_1119
0,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",query processing over object views of relational data,"gustav fahl , tore risch",1304_1156
